"","multi_tda_data.date","aal","amgn","bhp","bidu","biib","BRK.B","cmcsa","cmg","cop","cost","crm","ebay","gild","gld","gsk","KO","mrk","nke","orcl","pep","qcom","tm","TSM","uso","v","xlf"
"254","2010-05-13",0.10757226654894,0.148928154754677,0.00938492167213586,0.0661532733695174,0.17480383495138,0.0372820288679152,0.00874428722067288,0.00107112218270914,0.00581532656938117,0.0929815333339789,0,0.0120348303960698,0.0170317610270783,0.00417653786368857,0.101048284592333,0.0904249259490901,0.0116119150903253,0.0292356430403288,0.00745869172120651,0.018126001028044,0.0457891032887815,0.0180439738042906,0.126817667097907,0.071935739586562,0.0709157486313891,8.84875098442708e-05
"255","2010-05-14",0.11698909588906,0.0686049811246743,0.0132035508377622,0,0.176956422798312,0.0458755041230328,0.00927255580302966,0.00946711538968842,0.0642747771475552,0.0274705107423936,0,0.0120348303960698,0.0509692395015051,0.0603776611750274,0.121471334402713,0.317823907581607,0,0.0292356430403288,0.00745869172120651,0.0297994948096612,0.0103540766476298,0.0199904720104885,0.141370900795458,0.0524260834850022,0.170354870097588,0.000456816607132722
"256","2010-05-17",0.11698909588906,0.173291235627744,0.0273358597891122,0.0661532733695174,0.189751051523544,0.00704661668193266,0.00831302585245564,0.0472860964499811,0.367026738724993,0.0361959216318878,0,0.0665912675456355,0.0509692395015051,0.0644644509348668,0.0831939680432529,0.238892561664619,0.00469293696723022,0.00577930544917123,0.00161665563982844,0.0270083171622266,0.0198381581630441,0.0168317872035216,0.141370900795458,0,0.140868600682862,0.000291033809158303
"257","2010-05-18",0.0973435249947862,0.218995432018284,0.0379369683820255,0.0661532733695174,0.189751051523544,0.00647432672101289,0.0363075544809314,0.0472860964499811,0.318590634549608,0.0361959216318878,0.000124308855231087,0.0906282352165593,0.106300603170441,0.0661507053926354,0.0822562403385686,0.183022417938118,0.0148154901891713,0.00719921184481465,0.000808019944361047,0.0121125252546901,0.0514878892414075,0.0162618280341601,0.127360672441609,0,0.137298319974967,0.000291033809158303
"258","2010-05-19",0.0832850365373514,0.17443330561669,0.0592935525588583,0.00455736433369684,0.174517329640463,0.00647432672101289,0.0363075544809314,0.0054486359281258,0.239583233452824,0.0343523961132057,0,0.114364428052525,0.0322326249652745,0.0750892734570634,0.0988472467406425,0.144808601118498,0.0148154901891713,0.00519499805460025,0.00268259884747656,0.0188717647301692,0.0397229400834433,0.0236303873439809,0.0385908708840404,0.00849845872162792,0.137298319974967,0.00586931830319079
"259","2010-05-20",0.0910503044344529,0.0666255150773793,0.0843696039191417,0.0124615801031415,0.124466817819771,0.00647432672101289,0.0325018323246052,0.0392261681899582,0.0503894819728304,0.0343503198754481,0.00720967446891197,0.0922918667750429,0.0322326249652745,0.0756910205608544,0.0988472467406425,0.0837439844920563,0.0140024995172752,0.00316454171750075,0.000933431499016855,0.0104528550468742,0.0266556883332595,0.0240497903274428,0.0561944624704341,0.064606574528344,0.140868600682862,0.00586931830319079
"260","2010-05-21",0.0878155120703103,0.00137802225964103,0.117168203984506,0.0787947321004138,0.0432184285807189,0.00647432672101289,0.0325018323246052,0.0404168337127504,0.0763610641052376,0.0343503198754481,0.0112359000825194,0.199784505981055,0.0119062287956387,0.0756626898448749,0.0688101082044086,0.0735618506162137,0.0140024995172752,0.00316454171750075,0.000933431499016855,0.00104737975882849,0.0266556883332595,0.0163902935333754,0.0172829830996221,0.0409691277390755,0.0997147309897549,0.00888433733230901
"261","2010-05-24",0.0878155120703103,0.00137802225964103,0.117168203984506,0.0940514217281953,0.0432184285807189,0.0165904430750917,0.028678318806962,0.0279964204615021,0.0763610641052376,0.00958594005084218,0,0.0876236531351951,0.0119062287956387,0.0513317501814807,0.088552611158163,0.0574383428941886,0.0237833833134317,0.00316454171750075,0.0039326345933846,0.00104737975882849,0.0140210806246639,0.0157619312574429,0,0.014693856087637,0.0997147309897549,0.00869708013590671
"262","2010-05-25",0.217601432883026,0.233583709385744,0.0882089327869844,0.0185174155502623,0.0426799784321173,0.0163060716841725,0.0253674122598961,0.02680575493871,0.0683681156601897,0.0696196113644114,0.000261536783881323,0.0224559073146234,0.0119062287956387,0.0462416917817082,0.0628053037835777,0.0266872394121408,0.0140024995172752,0.00690247077770563,0.0270648551496886,0.00104737975882849,0.0140210806246639,0.0229447028943723,0,0.0130196860315107,0.0423377937228282,0.011713101065443
"263","2010-05-26",0.243674486379815,0.222612078445938,0.0882089327869844,0.00913945604407255,0.0229696227590614,0.0108427421997044,0.0145355042764067,0.00649686402156564,0.0438860924877986,0.0623546657025231,0.00267466501412423,0.0251737394426502,0.0119062287956387,0.0462416917817082,0.0620431334588041,0.0346551725667189,0.0140024995172752,0.00690247077770563,0.0300350154201111,0.00104737975882849,0.0140210806246639,0.0245788099844186,0,0.00495933083615385,0.0423377937228282,0.0250771837436863
