"","date","aal","amgn","bhp","bidu","biib","BRK-B","cmcsa","cmg","cop","cost","crm","ebay","gild","gld","gsk","KO","mrk","nke","orcl","pep","qcom","tm","TSM","uso","v","xlf"
"264","2010-05-27",3.15002861341442e-05,3.10497040129626e-05,4.06334167153282e-05,2.69266080758792e-06,2.86011705814209e-06,3.8177542927172e-06,1.87521533788273e-06,1.75863771441577e-06,6.08330563738147e-06,1.20827318633958e-05,5.91643916031433e-07,2.22256773872574e-06,0,3.44537686739619e-05,1.35850867914656e-05,7.8890583763994e-06,1.32999384413969e-06,5.19064130566461e-06,1.35326156945841e-05,1.00684598668393e-05,1.46369656148344e-08,1.08450682642728e-05,0,2.60711680823654e-06,2.22807968524364e-05,3.26184140826382e-05
"265","2010-05-28",3.15002861341442e-05,3.67559451638185e-05,4.06334167153282e-05,8.65755133954608e-06,2.86011705814209e-06,1.24917529154873e-05,0,1.21503802463011e-06,6.02187296932927e-06,0,5.91643916031433e-07,2.1656157919203e-06,0,4.18673926461298e-05,1.24332975560505e-05,8.64456285332512e-06,1.32999384413969e-06,1.02167781125624e-06,1.33870350954719e-05,1.00684598668393e-05,1.46369656148344e-08,7.01984269210462e-06,0,1.09773633885035e-05,2.22807968524364e-05,7.69805932186958e-05
"266","2010-06-01",3.548035146503e-05,2.67069433268386e-05,4.06334167153282e-05,8.65755133954608e-06,3.08135910693872e-06,1.24917529154873e-05,0,1.00359105474117e-07,8.27809802215492e-06,5.84003172017085e-07,3.55656928577989e-06,2.11223288574215e-06,0,4.18673926461298e-05,7.80029352354371e-06,8.64456285332512e-06,2.35435410874513e-06,0,1.3615395053003e-05,3.27217787232249e-05,1.46369656148344e-08,6.63209446205726e-06,2.1450187127544e-06,1.08544497423262e-05,1.84675104189522e-06,8.29782489651621e-05
"267","2010-06-02",3.548035146503e-05,3.43600864969277e-05,2.74716391358389e-05,1.28288497672783e-05,2.4911316746839e-06,1.25043426647377e-05,0,6.56282995463665e-06,8.27809802215492e-06,0,5.91643916031433e-07,2.11223288574215e-06,4.94253388517958e-07,3.95482872133617e-05,2.34367578012645e-05,8.64456285332512e-06,2.09023522604903e-07,2.21816277214066e-05,1.00630618478006e-05,3.27217787232249e-05,2.02684764501464e-06,1.25773957812453e-05,4.15233934361959e-06,2.61801790637466e-05,4.61303943864598e-06,9.24870987722017e-05
"268","2010-06-03",1.23987704923478e-05,3.24812148235225e-05,2.74716391358389e-05,1.26993447557202e-05,6.02697775960345e-06,1.25043426647377e-05,6.81513741432294e-08,8.84685036586676e-06,0,0,5.91643916031433e-07,1.03546294406345e-05,4.94253388517958e-07,6.11154544674369e-05,4.6934189796722e-06,8.64456285332512e-06,9.40900148914232e-07,2.21816277214066e-05,1.0448089483748e-05,3.71963320431896e-05,9.16608017690139e-06,1.25773957812453e-05,3.9380322662413e-06,1.76762351879662e-05,4.61303943864598e-06,9.03117509274401e-05
"269","2010-06-04",1.35381712021617e-05,1.14642842956565e-05,3.4671608928823e-05,7.27042338700787e-06,2.00986782882765e-05,1.25043426647377e-05,8.41416543635727e-07,8.84685036586676e-06,5.15331961886136e-06,1.15947180050864e-05,0,1.03546294406345e-05,1.16193402003667e-06,2.75736348267136e-05,1.01749801433031e-06,8.64456285332512e-06,9.40900148914232e-07,3.53112813742276e-05,1.42666850048374e-06,4.22445034048726e-05,1.14293988593773e-05,1.25773957812453e-05,3.9380322662413e-06,2.68271596538757e-05,2.46159525918147e-06,7.24135539443416e-05
"270","2010-06-07",1.35381712021617e-05,1.19146816843669e-05,3.4671608928823e-05,2.17185763895913e-05,2.07412208174959e-05,1.22230233812223e-05,4.69471551445702e-06,8.9528134940124e-06,5.15331961886136e-06,1.15947180050864e-05,0,1.26422294890739e-05,3.37005894607623e-06,1.4494367051531e-05,2.38828651383087e-05,8.64456285332512e-06,1.33194240146543e-06,5.93404716397282e-06,5.18331870311492e-06,4.22445034048726e-05,1.14293988593773e-05,7.80135669627759e-06,3.9380322662413e-06,2.68271596538757e-05,2.67329557577675e-05,5.58949559819352e-05
"271","2010-06-08",1.35381712021617e-05,1.19146816843669e-05,3.4671608928823e-05,3.37445333570357e-05,2.07412208174959e-05,6.80483313866852e-06,6.92022591206826e-06,8.9528134940124e-06,9.6705559427782e-06,1.15947180050864e-05,0,1.26422294890739e-05,3.37005894607623e-06,2.55930885703811e-05,2.31919139749521e-05,8.64456285332512e-06,1.33194240146543e-06,4.15914243666757e-05,5.18331870311492e-06,4.532774185087e-05,1.14293988593773e-05,8.91556278124889e-06,5.92797520753927e-06,2.68271596538757e-05,3.20571936182712e-05,5.58949559819352e-05
"272","2010-06-09",1.36944944461728e-05,1.19146816843669e-05,3.22245307283966e-05,2.64530196796259e-05,2.07412208174959e-05,4.2388248721722e-06,6.92022591206826e-06,2.9960528712132e-06,9.6705559427782e-06,3.17448224045941e-06,0,4.07955905292919e-06,3.37005894607623e-06,1.86708648072956e-05,2.89734095336125e-06,8.64456285332512e-06,1.33194240146543e-06,3.78033617658478e-05,2.01497776924724e-05,5.47776198959264e-05,9.23830679201008e-06,5.31706649361537e-06,5.92797520753927e-06,2.68271596538757e-05,2.97412536375994e-05,0
"273","2010-06-10",1.54833610366481e-05,1.24218004303705e-05,4.48128203862777e-05,2.61973778957747e-05,2.40722687896351e-05,4.63099237692646e-06,7.0827618839646e-06,7.12032459983083e-07,9.6705559427782e-06,3.17448224045941e-06,1.74784597453304e-06,1.61348834955596e-05,3.37372408905266e-06,9.37488586751662e-06,3.01199769141776e-06,1.4963354876109e-05,1.3320229457314e-06,3.54581184783002e-05,2.09080659098906e-05,2.00662565614064e-05,1.58831226845723e-05,1.25388673519681e-05,5.92797520753927e-06,9.94092137946497e-05,1.30837529635144e-06,2.7545191708431e-05
"274","2010-06-11",1.90305173620418e-05,1.24218004303705e-05,4.53744398214547e-05,2.61973778957747e-05,4.06784896362063e-05,3.65413042770448e-06,7.80075249537585e-06,7.12032459983083e-07,1.40027117760465e-05,1.06222188850203e-06,5.59277633493668e-06,4.2050488931235e-06,5.02932158787405e-06,9.37488586751662e-06,6.73790789417968e-06,1.76899585176685e-05,4.63485415433412e-07,3.59979880019029e-05,2.78287005189265e-05,2.62192639100303e-05,1.73718886165487e-05,1.14291463732498e-05,5.92797520753927e-06,9.94092137946497e-05,3.04167589606196e-06,4.27077652298284e-05
"275","2010-06-14",1.9783103295757e-05,1.24218004303705e-05,4.49822997608857e-05,1.6906442533329e-05,2.64895902324914e-05,5.59500597089587e-06,1.12016741478956e-05,3.35531989606389e-06,1.25875403529853e-05,3.03187008733961e-06,1.450946994509e-05,1.52055268505516e-06,4.28110107287673e-06,1.56686528907578e-05,6.43490891900923e-06,1.48905758021456e-05,2.25682716033271e-06,4.00594151842775e-05,2.24072298325359e-05,2.62192639100303e-05,1.78318564565614e-05,1.14291463732498e-05,8.72304070736555e-06,7.47657629978396e-05,1.20982519698169e-05,3.87502922718399e-05
"276","2010-06-15",9.56885589451023e-06,1.24218004303705e-05,3.39317770555525e-05,7.67519437807034e-07,3.76544316038245e-05,5.53020321329873e-06,1.72727422390288e-05,2.97597795008082e-05,1.33935875872635e-05,1.13585632512479e-06,1.37620073811472e-05,8.57003477600517e-07,3.35135810166011e-06,1.2257023424069e-05,7.76327579136392e-06,2.8804996107986e-05,2.78843316915524e-06,1.24029389638846e-05,1.00587501884655e-05,3.05584775594839e-05,4.78788455746373e-05,1.84112458071681e-06,6.03561937722099e-05,3.61207057085414e-05,1.47973881754991e-05,3.16883156442233e-05
"277","2010-06-16",1.19138081432413e-05,1.24218004303705e-05,2.79940709152586e-05,1.08857057211345e-06,3.16386478637394e-05,4.83319823282447e-06,1.65338532505085e-05,3.2265846033715e-05,2.02120131856299e-05,1.13585632512479e-06,8.98948320119462e-06,3.04029114673116e-06,3.8549584445329e-06,1.27068732305751e-05,1.5965972653673e-05,1.95976398528473e-05,2.57177371642946e-06,1.24029389638846e-05,7.61566007887448e-06,3.85196872133935e-05,4.13017942667597e-05,2.02793264839005e-05,1.66590585479885e-05,6.79547555049182e-05,1.47973881754991e-05,7.4142350639138e-05
"278","2010-06-17",2.58182685329419e-07,1.24218004303705e-05,1.14364183792414e-05,1.00726417968971e-06,3.16386478637394e-05,4.83319823282447e-06,1.65338532505085e-05,2.36817338180103e-05,1.33861563272259e-05,0,2.77601486175748e-06,1.80779453936104e-06,3.0226920516578e-06,2.95735208159506e-05,1.51151770007711e-05,1.03346601483893e-05,2.57177371642946e-06,1.90513195203918e-05,4.7380261470648e-06,2.67566899699972e-05,3.78507257243828e-05,2.66950513202451e-05,1.01238372340689e-05,7.08672363986262e-06,1.47973881754991e-05,7.4142350639138e-05
"279","2010-06-18",1.29306221763413e-07,3.5772227353526e-05,1.00924589273617e-05,1.32569042827792e-05,2.932229410908e-05,1.04520462698609e-07,1.19677093049486e-05,1.87983904437283e-06,4.52602517239176e-06,0,2.52677521989243e-07,2.00753833713482e-05,1.01336239682614e-06,1.2020412278239e-05,1.38841545393445e-05,1.50486112133565e-05,1.61996533760192e-06,7.20627083079073e-06,1.49336497000621e-06,5.05401261730482e-06,4.11183400872318e-05,2.7657388637327e-05,6.70916660996006e-06,7.20091972024484e-06,8.1842718391383e-06,7.11607230769473e-05
"280","2010-06-21",4.83262541721156e-06,5.85536192853601e-05,1.75826970159626e-05,1.27505686002126e-05,7.11967970556399e-06,0,4.54238281419146e-07,3.78663640111031e-06,3.75422501182881e-06,3.04817925451085e-07,2.52677521989243e-07,2.00753833713482e-05,2.1037012010672e-06,1.06384242710068e-05,1.44387249395749e-05,1.09557365120674e-05,1.57507954038236e-06,5.47707220971596e-06,1.07342079084037e-05,1.54146066024953e-05,4.13725502728187e-05,1.32714109349043e-05,2.42672068013221e-05,7.34142330635572e-06,4.9086738185516e-06,0.000137289987175336
"281","2010-06-22",4.70331919544815e-06,5.87425483798148e-05,1.65473751932757e-05,1.27505686002126e-05,1.00392823712052e-05,5.38679706755975e-08,4.54238281419146e-07,1.87983904437283e-06,6.86361041448013e-06,6.93078898304273e-06,2.52677521989243e-07,2.00753833713482e-05,2.1913204851358e-06,6.49523702037723e-06,1.89839176004522e-05,1.10203357331716e-05,1.57507954038236e-06,6.61754576194775e-06,1.22176742017775e-05,1.39238992005223e-05,3.46864307553293e-05,1.66449679764266e-05,4.77338773359864e-05,9.00662372766888e-06,5.9367194504854e-06,0.000106678666248273
"282","2010-06-23",1.15373200019666e-06,3.88228143524933e-05,5.39256304248607e-06,5.61650971888854e-06,1.0266410024e-05,6.39776140395025e-07,4.54238281419146e-07,1.87983904437283e-06,1.41018628349943e-05,8.75574184904367e-06,2.52677521989243e-07,1.78975945661934e-05,1.95806244541214e-06,7.24491630196922e-06,2.37125120387586e-05,1.02778885571152e-05,1.57507954038236e-06,6.00233099997586e-06,6.32963993514808e-06,1.39238992005223e-05,5.69578894303338e-06,3.26404819517119e-06,2.00500507142863e-05,1.49516219271225e-05,3.62563563871575e-06,6.95799422983182e-05
"283","2010-06-24",1.15373200019666e-06,5.0019866533683e-05,5.39256304248607e-06,3.10701021848267e-06,8.2460712604798e-06,1.01608003042727e-06,4.54238281419146e-07,1.87983904437283e-06,1.41018628349943e-05,2.50968671920476e-06,2.52677521989243e-07,7.22968365435068e-06,2.02855207559756e-06,6.85009156244267e-06,2.27349400195066e-05,1.02778885571152e-05,1.57507954038236e-06,1.17432741797504e-05,6.24881357214292e-06,1.39238992005223e-05,5.92183255552656e-06,6.45903202733218e-06,2.00500507142863e-05,4.06964000893021e-05,1.42601412673509e-06,0.00023124728235849
"284","2010-06-25",1.15373200019666e-06,4.56351226385532e-05,5.39256304248607e-06,7.92118590327183e-06,8.1020231822417e-06,1.01608003042727e-06,4.54238281419146e-07,4.9790029551594e-06,1.39249422064497e-05,1.14586153623066e-06,0,8.52409088205083e-06,2.50784305588795e-06,8.99663839941371e-06,2.27349400195066e-05,9.0004815150164e-06,1.57507954038236e-06,6.76689684962773e-06,1.37121375212026e-05,1.39016829304236e-05,5.56869327179094e-06,4.41107006001123e-06,3.15625995698925e-06,4.06964000893021e-05,1.25689029285618e-06,0.00023124728235849
"285","2010-06-28",1.15373200019666e-06,4.44615805015721e-05,1.86447065389242e-05,8.05820059457853e-06,8.1020231822417e-06,1.28451745282899e-06,6.91215793550976e-07,5.81518787874298e-06,1.39249422064497e-05,1.14586153623066e-06,0,7.62767053972936e-06,2.38405450593374e-06,5.07315550641765e-06,1.85834956505196e-05,2.96552511704698e-06,1.74467821824801e-06,7.46809934958768e-06,1.37121375212026e-05,1.39016829304236e-05,5.56869327179094e-06,4.41107006001123e-06,3.15625995698925e-06,4.06964000893021e-05,1.25689029285618e-06,0.000209696391556485
"286","2010-06-29",1.15373200019666e-06,4.44615805015721e-05,1.96196425208626e-05,1.05792424214621e-05,8.1020231822417e-06,1.28451745282899e-06,6.91215793550976e-07,5.81518787874298e-06,6.18477317333499e-06,2.99437435024939e-06,0,7.50206333579394e-06,7.78625414843534e-06,6.99751377364548e-06,1.85834956505196e-05,1.32222068844916e-06,9.37477382104146e-07,7.00970466066746e-06,1.6088443539534e-05,1.06877656454197e-05,5.56869327179094e-06,4.41107006001123e-06,3.15625995698925e-06,4.06964000893021e-05,1.25689029285618e-06,0.000209696391556485
"287","2010-06-30",1.15373200019666e-06,4.07725607625067e-05,2.04329531228381e-05,1.37074653338036e-05,4.30305169384245e-06,1.28451745282899e-06,4.11150705087181e-07,5.48304610464823e-06,6.18477317333499e-06,2.99437435024939e-06,4.6090925277754e-09,8.63044459607234e-06,4.22475908931838e-06,4.54883508870709e-06,1.85834956505196e-05,1.32222068844916e-06,6.02795874038612e-07,7.41580646299316e-06,5.3888522142059e-05,1.06877656454197e-05,5.56869327179094e-06,4.10769262301026e-06,2.87468122172747e-06,1.89016181727195e-05,1.25689029285618e-06,0.00021529411627675
"288","2010-07-01",7.07556851484218e-06,4.18153602027212e-05,1.94580171408996e-05,1.37074653338036e-05,4.30305169384245e-06,1.28451745282899e-06,1.31439082905039e-05,5.9188029455833e-06,9.551741537414e-06,2.99437435024939e-06,2.49164415531236e-07,8.63044459607234e-06,4.38687825541448e-06,3.51279501929425e-06,2.27042764842434e-06,1.8054968438157e-06,6.02795874038612e-07,4.13877648422269e-06,5.13396807733349e-05,1.06877656454197e-05,5.56869327179094e-06,1.00883048303203e-05,6.96269216356998e-06,1.89016181727195e-05,9.73122811614996e-06,0.000318925662808237
"289","2010-07-02",7.07556851484218e-06,3.32062553878065e-05,1.86447065389242e-05,1.10523131740365e-05,4.43991124411418e-06,2.11625597913606e-06,4.73370883929896e-06,2.26558363302687e-06,6.42375161753617e-06,4.49467927327744e-06,2.49164415531236e-07,1.28085785473843e-05,4.38687825541448e-06,2.26713180740905e-05,4.29815569429524e-06,8.15754531979215e-07,3.35479421903324e-06,2.15597516066222e-05,5.13396807733349e-05,1.06877656454197e-05,5.56869327179094e-06,1.00883048303203e-05,6.01156536033507e-06,1.46818343151716e-05,3.35894821623228e-05,0.000318925662808237
"290","2010-07-06",1.15373200019666e-06,7.92245335841669e-05,2.3044373457284e-05,1.10523131740365e-05,1.25254168697694e-05,1.42391842383442e-07,4.73370883929896e-06,4.67713348129295e-06,5.28789633329516e-06,7.17489433806511e-06,4.6090925277754e-09,1.28085785473843e-05,4.70137851483417e-06,2.76571261982914e-05,5.45352017608892e-06,0,3.35479421903324e-06,2.48680620893367e-05,1.13961286679599e-05,8.77170663276122e-06,6.13408169683003e-06,9.85781543873254e-06,1.02946352443713e-06,9.21061313894526e-06,1.67835849975001e-05,7.79780960226019e-05
"291","2010-07-07",1.15373200019666e-06,3.72845894789886e-05,2.3044373457284e-05,1.10523131740365e-05,1.28293004484824e-05,1.59927109566487e-07,5.82771659515157e-06,4.67713348129295e-06,1.00152300570851e-05,7.17489433806511e-06,4.6090925277754e-09,1.28085785473843e-05,2.11786916515244e-06,2.59542143410724e-05,5.45352017608892e-06,0,2.87826257002925e-06,2.71782484355679e-05,1.59201996758542e-05,6.03340890592398e-06,5.95642320013846e-06,8.50823317416112e-06,1.10810798799187e-06,9.21061313894526e-06,1.67835849975001e-05,0.000167941104485095
"292","2010-07-08",1.15373200019666e-06,1.08487952285026e-05,2.3044373457284e-05,1.10523131740365e-05,1.25176976023054e-06,6.20740854209204e-06,4.46901875583843e-06,6.69487761819504e-06,1.00152300570851e-05,7.17489433806511e-06,4.6090925277754e-09,1.27046954307689e-06,1.90893403336315e-06,1.75869935950316e-05,6.03750612476628e-06,4.07377720083467e-07,2.76573380026239e-06,2.71782484355679e-05,1.67179752172587e-05,5.25085611967854e-06,5.95642320013846e-06,8.50823317416112e-06,1.02946352443713e-06,1.41271449262568e-05,1.67835849975001e-05,3.37607592303932e-05
"293","2010-07-09",1.15373200019666e-06,8.98554252251814e-05,9.27538416711649e-06,3.72510696571403e-06,1.25176976023054e-06,8.83635492711037e-06,4.46901875583843e-06,9.22845046315301e-06,1.19007343728587e-05,7.17489433806511e-06,4.6090925277754e-09,6.27753695711158e-06,7.71911166167003e-07,6.04877501325641e-06,1.08910769891621e-05,5.55740649451562e-07,7.98596644813604e-06,2.71782484355679e-05,1.43092553238519e-05,2.87999251841692e-06,5.95642320013846e-06,1.22549302005397e-05,1.02946352443713e-06,1.60658045201996e-05,1.55266947046439e-05,2.7061040307847e-05
"294","2010-07-12",1.15373200019666e-06,8.98554252251814e-05,9.27538416711649e-06,1.43023589246473e-06,1.28120365961793e-06,1.05303377695151e-05,4.46901875583843e-06,5.28200129378315e-06,1.03702031544518e-05,5.7984179725856e-06,4.6090925277754e-09,5.02399348097892e-06,3.22776398785561e-06,1.66149531146232e-06,6.63922094686308e-06,5.55740649451562e-07,8.72441327871173e-06,2.56325042345873e-05,9.24792947885093e-06,2.87999251841692e-06,5.56869327179094e-06,1.3757248044268e-05,1.02946352443713e-06,2.54019125515192e-05,1.55266947046439e-05,2.7061040307847e-05
"295","2010-07-13",1.15373200019666e-06,3.38525413922761e-05,9.25911925095323e-06,0,1.94503520067413e-06,5.60400901052507e-06,6.68595223067455e-07,2.97011779379602e-06,8.17755960949415e-07,5.7984179725856e-06,4.6090925277754e-09,5.01505475965811e-06,3.02879490917797e-06,1.66149531146232e-06,6.26051925353891e-06,5.55740649451562e-07,7.98596644813604e-06,2.34995120817825e-05,6.09043590315137e-06,1.24967234805018e-06,0,1.22105470504273e-05,2.08401678456442e-05,2.55784722892118e-05,1.62650591681218e-05,1.61836105553912e-05
"296","2010-07-14",1.15373200019666e-06,2.24198281189498e-05,7.22646009393792e-06,9.09107782225856e-07,2.38445661448162e-07,5.60400901052507e-06,3.44141873676402e-07,1.05852717287734e-06,5.50267958562593e-08,6.07345078352247e-06,1.69785025344341e-08,5.01505475965811e-06,5.5338473890339e-07,2.18980962427052e-06,6.26051925353891e-06,8.4585031497768e-07,2.90698191776061e-06,1.59476141139531e-05,5.7787436401968e-06,6.00695580648926e-06,0,1.31105504254707e-05,3.61245880352713e-05,3.14571597570343e-05,1.62650591681218e-05,1.06465159051611e-05
"297","2010-07-15",1.15373200019666e-06,2.24198281189498e-05,7.22646009393792e-06,1.62276001906429e-06,2.38445661448162e-07,3.5613472146265e-06,3.44141873676402e-07,0,5.50267958562593e-08,6.1029397255972e-06,2.17821245246329e-07,5.01505475965811e-06,8.72106906128713e-07,2.23558058425019e-06,5.69729090684452e-06,8.4585031497768e-07,2.87674709326801e-06,1.57272524678605e-05,5.3482856516333e-06,1.94760761421652e-06,0,9.598235134627e-06,3.61245880352713e-05,2.68635980568843e-05,1.55714509471954e-05,1.06465159051611e-05
"298","2010-07-16",4.41002454238185e-06,2.17219283504569e-05,2.83121011346883e-06,2.01007422822226e-06,2.09011762060768e-07,1.23383515812976e-07,3.44141873676402e-07,0,5.50267958562593e-08,1.48439145603884e-05,1.84510805605804e-06,5.01505475965811e-06,2.52139159538551e-06,2.23558058425019e-06,6.48587587728279e-06,5.42212161644539e-06,2.86301163800025e-06,4.49039914314047e-06,5.3482856516333e-06,5.80965940473208e-06,0,1.24773146860716e-05,1.64502502358891e-05,1.94777107630603e-05,1.55714509471954e-05,1.59173317003303e-06
"299","2010-07-19",9.16897184052144e-06,1.39976605201172e-05,1.90718617637014e-05,6.20423601673129e-06,1.16692987012648e-06,7.605034281639e-06,6.49315561223152e-07,1.02156630172618e-06,2.9992280200651e-07,1.60098229289122e-05,1.51412952892976e-06,5.01505475965811e-06,2.9474191549508e-06,2.23558058425019e-06,5.31398832840434e-06,3.23794741614348e-07,1.04222780410319e-06,4.66390262504532e-06,3.29465846231786e-05,5.51412131544873e-06,0,4.39622553810615e-06,1.44106774639164e-07,1.2832044167481e-05,1.55266947046439e-05,0
"300","2010-07-20",2.91580459748965e-05,1.39976605201172e-05,9.16700814345175e-06,5.594905481224e-06,1.03007031985474e-06,8.6705059355742e-06,6.49315561223152e-07,1.84727108435485e-06,2.44896006150251e-07,8.47412015591118e-06,2.07258769081599e-06,5.01505475965811e-06,3.72947953115608e-06,2.23558058425019e-06,6.81842842739287e-06,2.90109665526118e-07,2.75852354108675e-06,4.45274050019877e-06,3.29465846231786e-05,5.51412131544873e-06,8.9432471612667e-07,4.39622553810615e-06,0,1.16121783694295e-05,1.55266947046439e-05,0
"301","2010-07-21",1.8462425428968e-05,1.40389429409352e-05,1.87695709852042e-05,2.14458597262601e-06,1.03007031985474e-06,2.55683444870854e-05,7.59403446365187e-07,1.24020977560023e-05,0,1.52061392531633e-05,2.06029324879365e-06,5.34146655187606e-06,3.41874026840313e-06,2.9381380622967e-06,6.91325776360976e-06,2.90109665526118e-07,5.49329486936226e-06,6.12254828514061e-06,8.91409787502138e-06,5.26386100850072e-06,1.05474737602355e-05,6.50664199810671e-06,0,1.18551883014944e-05,1.55266947046439e-05,0
